entries|examples|translation|nwords|counter|firsttime|lasttime
aufhören, hört auf, hörte auf, hat aufgehört|1. Es hört nicht auf zu schneien. 2. Wann hört ihr mit der Arbeit auf? 3. Hier hört die Hauptstraße auf.|1. It does not stop snowing. 2. When does you listen to work? 3. Here the main road stops. |4|0|never|never
aufladen, lädt auf, lud auf, hat aufgeladen|Ich muss mein Telefon aufladen. Die Batterie ist leer.|I have to recharge my phone. The battery is empty. |4|0|never|never
auflösen, löst auf, löste auf, hat aufgelöst|Die Tablette bitte in Wasser auflösen.|Please dissolve the tablet in water. |4|0|never|never
aufmerksam|1. Die Schülerin hörte aufmerksam zu. 2. Ich mache Sie darauf aufmerksam, dass wir in einer halben Stunde schließen.|1. The student listened attentively. 2. I draw your attention to the fact that we close in half an hour. |1|0|never|never
aufnehmen, nimmt auf, nahm auf, hat aufgenommen|1. Wir haben Aneta in unseren Verein aufgenommen. 2. Ich habe den Film im Urlaub aufgenommen.|1. We have taken Aneta in our club. 2. I recorded the movie on vacation. |4|0|never|never
die Aufnahme, -n|Bitte seid leise! – Ich starte die Aufnahme.|Please be quiet! - I start the recording. |2|0|never|never
aufpassen, passt auf, passte auf, hat aufgepasst|1. Tut mir leid. Da habe ich wohl nicht aufgepasst. 2. Ich muss zu Hause bleiben und auf die Kinder aufpassen.|1. I'm sorry. I probably not watched. 2. I have to stay at home and take care of the children. |4|0|never|never
aufräumen, räumt auf, räumte auf, hat aufgeräumt|Vor meinem Urlaub muss ich unbedingt noch meinen Schreibtisch aufräumen.|Before my vacation, I absolutely have to tidy my desktut to clean up my desk. |4|0|never|never
aufregen, regt auf, regte auf, hat aufgeregt|1. Es regt mich auf, dass ich schon wieder Überstunden machen muss. 2. Ganz ruhig! Bitte regen Sie sich nicht auf. 3. Heute hast du eine Prüfung. Bist du schon aufgeregt? 4. Die Musikgruppe zu erleben war sehr aufregend.|1. It stimulates me that I have to do overtime again. 2. Quiet! Please do not rain. 3. Today you have an exam. Are you already excited? 4. Experience the music group was very exciting. |4|0|never|never
aufstehen, steht auf, stand auf, ist aufgestanden|1. Ich stehe jeden Morgen um sechs Uhr auf. 2. Sie brauchen nicht aufzustehen. Sie können sitzen bleiben.|1. I get up every morning at six o'clock. 2. You do not need to get up. You can stay sitting. |4|0|never|never
der Auftrag, ¨-e|1. Ich komme im Auftrag von Frau Müller und soll Ihnen diesen Brief geben. 2. Im Moment hat die Firma besonders viele Aufträge.|1. I arrive on behalf of Mrs. Müller and should give you this letter. 2. At the moment, the company has very many orders. |2|0|never|never
auftreten, tritt auf, trat auf, ist aufgetreten|Nächste Woche tritt in der Stadthalle eine berühmte Musikgruppe auf.|Next week, a famous music group occurs in the Stadthalle. |4|0|never|never
der Auftritt, -e|Nach dem Auftritt feiern die Musiker.|After the appearance, the musicians celebrate. |2|0|never|never
aufwachen, wacht auf, wachte auf, ist aufgewacht|Von dem Lärm bin ich aufgewacht.|I woke up from the noise. |4|0|never|never
aufwärts|1. Sie müssen gute Schuhe anziehen. Der Weg geht immer aufwärts. 2. In letzter Zeit geht es wieder aufwärts mit der Wirtschaft.|1. You have to tighten good shoes. The way is always upwards. 2. Lately, it's up again with the economy. |1|0|never|never
der Aufzug, ¨-e (D, A) → Lift|Im Büro ist leider der Aufzug kaputt.|Unfortunately, the lift is broken in the office. |3|0|never|never
das Auge, -n|Meine beiden Kinder haben blaue Augen.|My two children have blue eyes. |2|0|never|never
der Augenblick, -e|1. Ich wollte gerade parken. In dem Augenblick ist ein Wagen aus der Ausfahrt gekommen. 2. Einen Augenblick, bitte! 3. Im Augenblick sind keine Plätze frei.|1. I just wanted to park. At the moment a car from the delight is a car from the exit. 2. For a moment, please! 3. At the moment no seats are free. |2|0|never|never
aus|1. Frau Müller geht jeden Morgen um 8 Uhr aus dem Haus. 2. Frau Özgen kommt aus der Türkei. 3. Die Möbel sind noch aus der Zeit um 1900. 4. Ich trage nur Pullover aus reiner Wolle. 5. Wir haben aus Liebe geheiratet. 6. Wann ist der Kurs aus? 7. Ich seh‘ nichts! Das Licht ist aus!|1. Ms. Müller walks from the house every morning at 8 o'clock. 2. Mrs. Özgen comes from Turkey. 3. The furniture is still from the time around 1900. 4. I only carry pullover from pure wool. 5. We got married from love. 6. When is the course? 7. I do not see anything! The light is out! |1|0|never|never
die Ausbildung, -en|1. Ich habe meine Ausbildung abgeschlossen. 2. Mit deiner guten Ausbildung findest du sicher eine Arbeit.|1. I have completed my education. 2. With your good education, you will surely find a work. |2|0|never|never
ausgebildet|Für diesen Beruf müssen Sie gut ausgebildet sein.|For this profession, they must be well educated. |1|0|never|never
ausdrucken, druckt aus, druckte aus, hat ausgedruckt|Kann ich das auf deinem Drucker ausdrucken?|Can I print that on your printer? |4|0|never|never
der Ausdruck, ¨-e|1. Diesen Ausdruck habe ich noch nie gehört.|1. I have never heard this expression. |2|0|never|never
der Ausdruck, -e|2. Machen Sie doch bitte einen Ausdruck von der E-Mail.|2. Please make an expression of the e-mail. |2|0|never|never
auseinander|Wir wohnen nicht weit auseinander.|We do not live far apart. |1|1|2021/04/17|2021/04/17
die Ausfahrt, -en|1. Hier ist eine Ausfahrt, da dürfen Sie nicht parken. 2. Wie weit ist es noch bis zur Ausfahrt Freiburg?|1. Here is an exit, because you can not park. 2. How far is it until the exit Freiburg? |2|0|never|never
ausfallen, fällt aus, fiel aus, ist ausgefallen|Nächste Woche fällt der Kurs aus.|Next week, the course is out. |4|0|never|never
der Ausflug, ¨-e|Am Wochenende machen wir mit Freunden einen Ausflug nach Heidelberg.|At the weekend we make a trip to Heidelberg with friends. |2|0|never|never
ausfüllen, füllt aus, füllte aus, hat ausgefüllt|Füllen Sie bitte dieses Formular aus!|Please fill in this form! |4|0|never|never
die Ausgabe, -n|1. Wie hoch sind Ihre Ausgaben in einem Monat? 2. Wo ist die Essensausgabe? 3. In welchem Buch hast du das gelesen? In welcher Ausgabe?|1. What are your expenses in a month? 2. Where is the food edition? 3. In which book did you read that? In which edition? |2|0|never|never
der Ausgang, ¨-e|Wo ist der Ausgang bitte?|Where is the output please? |2|0|never|never
ausgeben, gibt aus, gab aus, hat ausgegeben|Carola gibt viel Geld für ihr Hobby aus.|Carola gives a lot of money for her hobby. |4|0|never|never
ausgehen, geht aus, ging aus, ist ausgegangen|1. Plötzlich ist das Licht ausgegangen. 2. Gehen wir heute Abend aus? 3. Wie ist das Spiel ausgegangen?|1. Suddenly the light has been assumed. 2. Are we going tonight? 3. How did the game assume? |4|0|never|never
ausgezeichnet|Essen und Unterkunft waren ausgezeichnet.|Food and accommodation were excellent. |1|0|never|never
die Aushilfe, -n|Wir suchen eine freundliche Aushilfe für unser Geschäft.|We are looking for a friendly tool for our business. |2|0|never|never
die Auskunft, ¨-e|1. Ich hätte gern eine Auskunft. 2. Die Firma hat eine neue Nummer. Bitte, rufen Sie die Auskunft an.|1. I would like to have an information. 2. The company has a new number. Please, call the information. |2|0|never|never
das Ausland|Wir fahren im Urlaub meistens ins Ausland.|We are usually going abroad on vacation. country. |1|1|2021/04/17|2021/04/17
der Ausländer, - die Ausländerin, -nen ausländisch|Viele Ausländer und Ausländerinnen lernen in der Volkshochschule Deutsch. Die ausländischen Studenten müssen zuerst einen Deutschkurs besuchen.|Many foreigners and foreigners learn in the Volkshochschule German. The foreign students must first visit a German course. |3|0|never|never
ausmachen, macht aus, machte aus, hat ausgemacht|1. Sie müssen leider warten. – Kein Problem. Das macht mir nichts aus. 2. Machen Sie bitte das Licht aus! 3. Wir hatten doch ausgemacht, dass du die Getränke besorgst. 4. Haben Sie einen Termin ausgemacht?|1. You have to wait unfortunately. - No problem. That does not matter to me. 2. Please make the light out! 3. We had made sure you get the drinks. 4. Did you make an appointment? |4|0|never|never
die Ausnahme, -n|Normalerweise muss ich am Wochenende arbeiten. Aber heute ist eine Ausnahme.|Normally I have to work on the weekend. But today is an exception. |2|0|never|never
ausreichen, reicht aus, reichte aus, hat ausgereicht|1. Das Geld muss bis März ausreichen. 2. Seine Kenntnisse reichen für diese Arbeit aus.|1. The money must be enough until March. 2. His knowledge is sufficient for this work. |4|0|never|never
ausreichend|Das Geld ist für die Reise ausreichend.|The money is sufficient for the trip. |1|0|never|never
ausrichten, richtet aus, richtete aus, hat ausgerichtet|Mein Mann ist nicht da. Soll ich ihm etwas ausrichten?|My husband is not there. Should I give him a message? |4|0|never|never
(sich) ausruhen, ruht aus, ruhte aus, hat ausgeruht|1. Sie ruhen sich von der Arbeit aus. 2. Bist du gut ausgeruht?|1. You rest from work. 2. Are you well rested? |4|0|never|never
ausschließen, schließt aus, schloss aus, hat ausgeschlossen|1. Das kann man nicht ganz ausschließen. 2. So viel kann ich nicht bezahlen. Das ist völlig ausgeschlossen.|1. You can not completely exclude that. 2. I can not pay that much. This is completely excluded. |4|0|never|never
ausschließlich|Tut mir leid. Wir haben ausschließlich Nichtraucherzimmer.|I'm sorry. We only have non-smoking rooms. |1|0|never|never
aussehen, sieht aus, sah aus, hat ausgesehen|1. Sie sehen wieder besser aus. Sind Sie wieder gesund? 2. Er sieht genauso aus wie sein Vater. 3. Es sieht so aus, als ob es bald regnen würde.|1. You look better again. Are you healthy again? 2. He looks just as his father. 3. It looks like it would rain soon. |4|0|never|never
außen|1. Wir haben das Schloss nur von außen gesehen. 2. Außen ist das Haus nicht sehr schön.|1. We saw the castle only from the outside. 2. The house is not very nice. |1|0|never|never
außerhalb|Wir wohnen außerhalb von Berlin.|We live outside of Berlin. |1|0|never|never
äußerlich|Das Medikament dürfen Sie nur äußerlich anwenden.|You can only apply the drug externally. |1|0|never|never
außer|1. Außer Lisa hat sich niemand um die Stelle beworben. 2. Der Aufzug ist außer Betrieb. 3. Wir haben täglich außer Samstag geöffnet.|1. In addition to Lisa nobody applied for the place. 2. The elevator is out of service. 3. We have opened daily except Saturday. |1|0|never|never
außerdem|1. Möchten Sie außerdem noch etwas? 2. Der Film war langweilig, und außerdem haben die Schauspieler schlecht gespielt.|1. Do you also want something else? 2. The movie was boring, and also the actors played badly. |1|0|never|never
die Aussicht, -en|1. Von diesem Turm hat man eine tolle Aussicht. 2. Mit mehreren Fremdsprachen hat man gute Aussichten im Beruf.|1. From this tower you have a great view. 2. With several foreign languages you have good prospects in the profession. |2|0|never|never
aussprechen, spricht aus, sprach aus, hat ausgesprochen|Wie spricht man dieses Wort aus?|How do you pronounce this word? |4|0|never|never
die Aussprache|Ali hat eine gute Aussprache.|Ali has a good pronunciation. |1|0|never|never
ausstellen, stellt aus, stellte aus, hat ausgestellt|1. Im Schaufenster sind Winterschuhe ausgestellt. 2. Das Zeugnis wird bis nächste Woche ausgestellt.|1. Winter shoes are exhibited in the shop window. 2. The certificate will be issued until next week. |4|0|never|never
die Ausstellung, -en|1. Wir waren mit der Lehrerin in einer Ausstellung. 2. Die Ausstellung eines neuen Passes dauert zwei Wochen.|1. We were with the teacher in an exhibition. 2. The exhibition of a new pass takes two weeks. |2|0|never|never
(sich etwas) aussuchen, sucht aus, suchte aus, hat ausgesucht|Such dir etwas Schönes aus! Ich lade dich ein.|Something nice! I invite you. |4|0|never|never
auswählen, wählt aus, wählte aus, hat ausgewählt|Für die Aufgabe können Sie aus drei Themen auswählen.|For the task you can choose from three topics. |4|0|never|never
die Auswahl, -en|1. Wir müssen eine Auswahl aus den Büchern treffen. 2. Das Geschäft hat eine große Auswahl.|1. We have to make a selection from the books. 2. The shop has a large selection. |2|0|never|never
der Ausweis, -e|Darf ich mal Ihren Ausweis sehen?|May I see your ID? |2|0|never|never
ausziehen, zieht aus, zog aus, hat/ist ausgezogen|1. Willst du den Mantel nicht ausziehen? 2. Müllers sind schon vor vier Wochen ausgezogen.|1. Do not you want to take off the coat? 2. Müllers have moved out four weeks ago. |4|0|never|never
das Auto, -s|Mario fährt mit dem Auto zur Arbeit.|Mario goes to work by car. |2|0|never|never
die Autobahn, -en|Das Dorf liegt direkt an der Autobahn.|The village is located directly on the highway. |2|0|never|never
der Automat, -en|1. Zigaretten bekommst du am Automaten. 2. Der Fahrkartenautomat ist auf dem Bahnsteig.|1. Cigarettes are available at the machine. 2. The ticket machine is on the platform. |2|0|never|never
automatisch|1. Die Tür schließt automatisch. 2. Das Zeugnis bekommen Sie automatisch zugeschickt.|1. The door closes automatically. 2. The testimony you get automatically sent. |1|0|never|never
der Autor, -en die Autorin, -nen|Diese Autorin hat in diesem Jahr schon zwei Bücher geschrieben.|This author wrote two books this year. |3|0|never|never
backen, bäckt/backt, backte, hat gebacken|Wenn du kommst, backe ich einen Kuchen.|If you come, I bake a cake. |4|0|never|never
die Bäckerei, -en|Wir kaufen unser Brot immer in der Bäckerei am Markt.|We always buy our bread in the bakery on the market. |2|0|never|never
baden, badet, badete, hat gebadet|1. Wenn du baden möchtest: Das Badezimmer ist dort hinten links. 2. Hier ist Baden verboten!|1. If you want to swim: The bathroom is there behind. 2. Baden is prohibited here! |4|0|never|never
das Bad, ¨-er|1. Nach einem warmen Bad fühlt man sich gleich viel besser. 2. Ich möchte ein Zimmer mit Bad.|1. After a warm bath you feel much better. 2. I want a room with bathroom. |2|0|never|never
die Badewanne, -n|Nach einem langen Arbeitstag setzte sie sich in die Badewanne.|After a long working day, she sat down in the bathtub. |2|0|never|never
die Bahn, -en|Ich komme mit der Bahn.|I come by train. |2|0|never|never
S-Bahn, -en|Die S-Bahn ist schneller als die Straßenbahn.|The S-Bahn is faster than the tram. |2|0|never|never
die Straßenbahn, -en|Nehmen Sie die Straßenbahn Nr. 16.|Take tram No. 16. |2|0|never|never
die U-Bahn, -en|Die letzte U-Bahn geht um 23.15 Uhr.|The last subway goes at 23.15. |2|0|never|never
